OID_,unique_property_number,unique_building_number,property_area,building_area,mapping_block_number,height,age,use,data_level,Shape_Length,Shape_Area,OBJECTID,CID,FREQUENCY,MAX_Z,Volume
1010,23978606,14476640,458.1,1659.3,EG1213,9.7,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,108.8351886,458.0737064,1010,1010,50,,4443.314952
1011,24013174,14538415,504.5,504.5,EG1214,23.1,HISTORIC,COMMUNITY - RELIGIOUS,FHAU,92.56791513,504.4761839,1011,1011,50,23.46935435,11653.39985
1012,23912942,14537633,270.4,1839.8,EG1213,31.2,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,66.28732438,270.3901089,1012,1012,50,32.47277131,8436.171398
1013,23838980,14537636,183.7,679.1,EG1213,16.9,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,54.65585009,183.7314995,1013,1013,50,18.84486816,3105.062341
1014,24033740,14538829,255.8,3009.4,EG1214,19.1,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,81.28400049,255.762651,1014,1014,50,22.78365288,4885.066635
1015,23755472,14537853,92.4,92.4,EG1214,12.1,UNCLASSIFIED,UNCLASSIFIED,FH,40.29979468,92.3915893,1015,1015,50,12.95616866,1117.938231
1016,23934078,14538476,539.8,2031.1,EG1214,18.7,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,112.4856821,539.8319673,1016,1016,50,21.89143391,10094.85779
1017,24084656,14538643,241.6,1975.2,EG1214,18.9,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,71.17945286,241.626423,1017,1017,50,20.28113388,4566.739395
1018,23889793,14538282,1041.9,1041.9,EG1214,19.5,POSTWAR,COMMUNITY - EDUCATIONAL,FHAU,129.4241341,1041.940043,1018,1018,50,22.32783207,20317.83084
1019,24018374,14529352,203.4,203.4,EG1213,5.2,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,64.14467617,203.3799174,1019,1019,50,6.510599885,1057.57557
1020,24060180,14476640,779,1659.3,EG1213,9.4,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,131.3351169,778.9697573,1020,1020,50,9.432175264,7322.315719
1021,23887887,14537948,270.5,6088.8,EG1214,18.3,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,66.19397905,270.4578893,1021,1021,50,22.60299245,4949.379374
1022,23779429,14537831,147.1,11526.3,EG1214,16,HISTORIC,OFFICE ONLY,FHAU,49.05022831,147.096757,1022,1022,50,18.13263599,2353.548112
1023,23755459,14537773,1268.5,8765.5,EG1214,13,UNCLASSIFIED,UNCLASSIFIED,FH,269.1728267,1268.534716,1023,1023,50,29.05858714,16490.9513
1024,23878106,14537788,375.1,2461.5,EG1214,25.7,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,80.26680681,375.1324306,1024,1024,50,29.73721957,9640.903467
1025,23851736,14529620,930.5,930.5,EG1213,5.7,INTERWAR,RETAIL ONLY,FHAU,159.9020564,930.4562682,1025,1025,50,14.49536685,5303.600729
1026,23921371,14529397,83.1,83.1,EG1213,4.9,POSTWAR,TRANSPORT,FHAU,39.13408937,83.06485029,1026,1026,50,10.48826272,407.0177664
1027,23799875,14537626,405,1496.6,EG1213,23.9,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,87.85016543,404.9885598,1027,1027,50,26.8318822,9679.226578
1028,23801700,14537773,4063.5,8765.5,EG1214,24.2,MIXED AGE PART INTERWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,301.9490517,4063.526464,1028,1028,50,24.77757144,98337.34042
1029,24002351,14529592,1024.7,1024.7,EG1213,12.6,POSTWAR,OFFICE ONLY,FHAU,150.1734151,1024.717434,1029,1029,50,15.83601574,12911.43967
1030,24079490,14538677,601.3,9058.1,EG1214,33.6,MODERN,COMMUNITY - EDUCATIONAL,FHAU,108.0146839,601.3483964,1030,1030,50,30.08744779,20205.30612
1031,23752406,14538636,1017.2,11093.6,EG1214,19.3,UNCLASSIFIED,UNCLASSIFIED,FH,159.6543346,1017.186141,1031,1031,50,49.62075595,19631.69252
1032,23778187,14538526,899.8,899.8,EG1214,21.5,HISTORIC,RETAIL ONLY,FHAU,174.285531,899.8443916,1032,1032,50,23.35749183,19346.65442
1033,23914930,14476641,2199.1,3223.9,EG1213,12.1,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,233.8614946,2199.120429,1033,1033,50,5.44422476,26609.35719
1034,23988216,14537897,1348.9,13265.2,EG1214,29.4,MIXED AGE PART INTERWAR,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,206.0548098,1348.854811,1034,1034,50,31.80571792,39656.33146
1035,23870416,14538579,729.1,2187.5,EG1214,21,INTERWAR,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,117.204461,729.1001063,1035,1035,50,23.07870944,15311.10223
1036,23755338,14538403,1636.6,6205.7,EG1214,16.1,UNCLASSIFIED,UNCLASSIFIED,FH,284.4413694,1636.648791,1036,1036,50,40.48252774,26350.04553
1037,24048050,14537671,763.8,763.8,EG1213,20.7,HISTORIC,RETAIL - VACANT/DERELICT,FHAU,149.9270989,763.7690649,1037,1037,50,16.1331974,15810.01964
1038,24067843,14537899,358.9,1998,EG1214,22.6,MIXED AGE PART INTERWAR,RECREATION AND LEISURE,FHAU,81.52329199,358.9080423,1038,1038,50,24.54887393,8111.321756
1039,23707833,14529426,86.8,86.8,EG1213,8.2,UNCLASSIFIED,UNCLASSIFIED,FH,44.85116412,86.8017552,1039,1039,50,6.789990662,711.7743926
1040,23970237,14537793,3695.4,3695.4,EG1213,20,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,322.1604141,3695.395461,1040,1040,50,19.8232395,73907.90922
1041,24015122,14538575,919.7,1774.1,EG1214,24.2,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,166.594712,919.6962824,1041,1041,50,25.41127435,22256.65003
1042,24087245,14529819,295.5,295.5,EG1213,6.8,HISTORIC,COMMUNITY - GOVERNMENTAL (CENTRAL AND LOCAL),FHAU,112.4580404,295.5286333,1042,1042,50,9.385444483,2009.594707
1043,23817245,14537618,229.5,229.5,EG1213,9.2,HISTORIC,GENERAL COMMERCIAL - MIXED USE - DERELICT,FHAU,61.61055582,229.4631834,1043,1043,50,10.22975019,2111.061287
1044,23755312,14538318,337.6,688.4,EG1214,7.4,UNCLASSIFIED,UNCLASSIFIED,FH,99.43607675,337.5848012,1044,1044,50,23.98279844,2498.127529
1045,23961810,14538532,299.2,1869.6,EG1214,16.7,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,85.35097646,299.2350381,1045,1045,50,21.76590081,4997.225136
1046,23842176,14538535,632,2056.3,EG1214,21.1,MIXED AGE PART HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,100.8602133,631.9595142,1046,1046,50,24.44976483,13334.34575
1047,23874232,14538549,3574.4,11735.8,EG1214,11.8,UNCLASSIFIED,COMMUNITY - EDUCATIONAL,FHU,268.9260834,3574.437447,1047,1047,50,27.10613436,42178.36188
1048,24060144,14538352,546.8,546.8,EG1214,60.1,MIXED AGE PART POSTWAR,OFFICE ONLY,FHAU,108.2585772,546.7977757,1048,1048,50,61.80130259,32862.54632
1049,24082125,14537655,88.7,1418,EG1213,8.7,HISTORIC,COMMUNITY - RELIGIOUS,FHAU,37.69127982,88.72387315,1049,1049,50,11.29744819,771.8976964
1050,24098775,14538668,483.3,973.3,EG1214,15.8,HISTORIC,OFFICE ONLY,FHAU,101.5056637,483.2941258,1050,1050,50,18.61176812,7636.047188
1051,23943017,14537624,205.4,1088.6,EG1213,17.5,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,59.95589288,205.4481249,1051,1051,50,19.79475358,3595.342185
1052,24078180,14538829,177,3009.4,EG1214,19,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,56.68252543,177.0103103,1052,1052,50,23.99667148,3363.195896
1053,24038193,14538661,2823,2823,EG1214,13,MODERN,COMMUNITY - EDUCATIONAL,FHAU,218.7057437,2822.979138,1053,1053,50,12.89296271,36698.72879
1054,23974741,14537839,1868.6,12130.5,EG1214,30.6,MIXED AGE PART HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,196.5722315,1868.56827,1054,1054,50,32.23628196,57178.18906
1055,24040851,14537945,1962.1,1962.1,EG1214,28.8,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,215.2579576,1962.116552,1055,1055,50,33.52097229,56508.95669
1056,23922856,14529847,647.6,647.6,EG1213,6.5,POSTWAR,COMMUNITY - RELIGIOUS,FHAU,149.9851588,647.6013602,1056,1056,50,28.63309419,4209.408841
1057,23755100,14538636,397.6,11093.6,EG1214,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,82.80524566,397.5885554,1057,1057,50,22.08049169,5844.551765
1058,23844979,14529808,330.5,1624.8,EG1213,20.6,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,77.78324635,330.5461675,1058,1058,50,21.52787144,6809.25105
1059,24001086,14538419,637,2375,EG1214,19.1,HISTORIC,OFFICE ONLY,FHAU,104.6544507,636.9828457,1059,1059,50,19.79414979,12166.37235
1060,23755236,14538302,73.2,73.2,EG1214,7.8,UNCLASSIFIED,UNCLASSIFIED,FH,35.2022165,73.15474459,1060,1060,50,15.90513195,570.6070078
1061,28975094,18172217,50,50,EG1213,19.3,UNCLASSIFIED,RECREATION AND LEISURE,FHU,32.46362805,49.98292247,1061,1061,50,12.89066189,964.6704037
1062,23755345,14538001,44.1,44.1,EG1214,12.1,UNCLASSIFIED,UNCLASSIFIED,FH,26.60291387,44.11446261,1062,1062,50,1.435080358,533.7849976
1063,23998570,14537807,32003.8,32003.8,EG1214,25.7,MIXED AGE PART POSTWAR,RETAIL ONLY,FHAU,1172.551232,32003.8143,1063,1063,50,36.42645847,822498.0274
1064,23939876,14529807,501.6,726,EG1213,15.9,HISTORIC,COMMUNITY - RELIGIOUS,FHAU,113.097587,501.5750467,1064,1064,50,19.50944399,7975.043243
1065,23837673,14538489,822.6,2553.7,EG1214,28.7,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,138.4935635,822.6479911,1065,1065,50,30.09353914,23609.99734
1066,24061713,14529326,1334.3,3783.4,EG1213,10.1,MODERN,OFFICE ONLY,FHAU,181.1631621,1334.332866,1066,1066,50,8.985411704,13476.76195
1067,23778827,14538301,76.7,76.7,EG1214,7.8,UNCLASSIFIED,RECREATION AND LEISURE,FHU,47.1063026,76.71981416,1067,1067,50,8.127817853,598.4145505
1068,23912951,14529448,1566.7,2971,EG1213,8,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,249.897245,1566.668451,1068,1068,50,8.799493164,12533.3476
1069,23953996,14537797,1179.6,2172.3,EG1213,24.7,HISTORIC,RETAIL ONLY,FHAU,160.7914173,1179.559752,1069,1069,50,26.69276146,29135.12586
1070,24036900,14538474,123.7,2526.7,EG1214,20.1,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,51.32008885,123.7321697,1070,1070,50,21.78345295,2487.016611
1071,23707802,14529817,297.2,297.2,EG1213,7.9,UNCLASSIFIED,UNCLASSIFIED,FH,74.89958281,297.1932111,1071,1071,50,5.062967925,2347.826368
1072,24035615,14529563,491.6,3182.9,EG1213,14.6,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,94.04760597,491.6151565,1072,1072,50,17.02747057,7177.581285
1073,23784646,14538356,2382.8,2382.8,EG1214,44.3,MODERN,OFFICE ONLY,FHAU,212.8439939,2382.827681,1073,1073,50,46.08772459,105559.2663
1074,24051179,14537837,702.6,2118,EG1214,22,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,117.7939096,702.5635957,1074,1074,50,96.72488861,15456.39911
1075,24087894,14538580,674.6,4785.3,EG1214,30.5,MODERN,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,104.4818576,674.5840614,1075,1075,50,29.75971304,20574.81387
1076,23869804,14537922,1923.5,1923.5,EG1214,36.7,MODERN,OFFICE ONLY,FHAU,207.0593603,1923.48251,1076,1076,50,45.49404875,70591.80812
1077,23882609,14537813,279.5,5387.5,EG1214,20.2,HISTORIC,RETAIL ONLY,FHAU,67.98936149,279.482957,1077,1077,50,26.19775889,5645.555731
1078,24094366,14537815,532.3,6427.7,EG1214,24.9,MIXED AGE PART POSTWAR,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,FHAU,99.96877611,532.3450563,1078,1078,50,27.2094968,13255.3919
1079,23909074,14537907,2281.4,2281.4,EG1214,41.5,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,244.4010098,2281.424573,1079,1079,50,42.42373349,94679.11976
1080,24096267,14538295,805.7,2257.7,EG1214,32.1,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,117.7953241,805.7061151,1080,1080,50,34.74843161,25863.1663
1081,23781340,14538653,263.2,1471.3,EG1214,18.1,HISTORIC,OFFICE ONLY,FHAU,74.46261263,263.238336,1081,1081,50,20.50788335,4764.613882
1082,23867916,14529644,232.5,1892.1,EG1213,5.7,INTERWAR,RETAIL ONLY,FHAU,62.13074933,232.5002139,1082,1082,50,9.121000816,1325.25122
1083,23775606,14538534,530,1690.8,EG1214,26.8,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,93.62194342,529.9940878,1083,1083,50,28.36875282,14203.84155
1084,23867261,14538496,217.8,2279.8,EG1214,12.6,HISTORIC,OFFICE ONLY,FHAU,71.76624475,217.8125399,1084,1084,50,17.21558542,2744.438003
1085,24081447,14538280,535.9,535.9,EG1214,15.3,POSTWAR,COMMUNITY - RELIGIOUS,FHAU,94.51297543,535.8599273,1085,1085,50,18.43476088,8198.656888
1086,23885851,14538511,248.2,248.2,EG1214,10.6,MODERN,UNCLASSIFIED,FHA,63.01449585,248.1542873,1086,1086,50,13.45886459,2630.435445
1087,23776872,14537787,355.3,10396,EG1213,19.2,HISTORIC,OFFICE ONLY,FHAU,76.83943272,355.3284268,1087,1087,50,40.87487335,6822.305794
1088,23869803,14538335,1235.7,3558.6,EG1214,27.3,POSTWAR,RETAIL ONLY,FHAU,152.2028062,1235.725333,1088,1088,50,33.88314601,33735.30159
1089,23826234,14537805,654.3,654.3,EG1214,17.3,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,145.591758,654.2975577,1089,1089,50,20.05431602,11319.34775
1090,24042818,14538010,466.4,466.4,EG1214,20.9,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,95.99384168,466.4225364,1090,1090,50,22.60316185,9748.231011
1091,23929696,14528935,1233.9,8365.1,EG1213,16.8,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,146.1207074,1233.860698,1091,1091,50,19.40839239,20728.85973
1092,23789745,14538491,883.5,883.5,EG1214,19.4,HISTORIC,COMMUNITY - GOVERNMENTAL (CENTRAL AND LOCAL),FHAU,130.7501791,883.497195,1092,1092,50,20.79412427,17139.84558
1093,28976534,18172197,44.5,44.5,EG1213,12.1,UNCLASSIFIED,INDUSTRY - MANUFACTURING/PROCESSING,FHU,23.77004556,44.46204214,1093,1093,50,15.52396309,537.99071
1094,24079491,14538540,277.5,2084.6,EG1214,23.4,INTERWAR,OFFICE ONLY,FHAU,72.84852617,277.4709662,1094,1094,50,24.62905015,6492.820609
1095,24021001,14538534,330.4,1690.8,EG1214,23.6,MODERN,OFFICE ONLY,FHAU,80.99500798,330.4309925,1095,1095,50,24.08930694,7798.171422
1096,23830049,14538475,352.1,2172.8,EG1214,27.3,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,79.3802842,352.0751402,1096,1096,50,31.04993818,9611.651327
1097,23870433,14529427,703.2,5715.8,EG1213,7.5,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,115.6049579,703.2047152,1097,1097,50,8.697094766,5274.035364
1098,23988218,14537904,3011,3011,EG1214,39.4,POSTWAR,OFFICE ONLY,FHAU,447.6360045,3011.013826,1098,1098,50,39.35395535,118633.9448
1099,23849232,14537788,355.3,2461.5,EG1214,25.8,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,88.51458734,355.3364383,1099,1099,50,28.18473143,9167.680107
1100,24038201,14537831,219.4,11526.3,EG1214,17.3,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,63.80496798,219.4451321,1100,1100,50,19.04657153,3796.400785
1101,24078827,14537830,162.7,1478.4,EG1214,17.2,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,51.21212939,162.6783187,1101,1101,50,21.79960977,2798.067082
1102,24091094,14537961,169.2,1324,EG1214,17,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,52.62450101,169.1932093,1102,1102,50,18.81300373,2876.284558
1103,23755334,14538336,791.9,2664.2,EG1214,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,164.4664087,791.8670681,1103,1103,50,25.32257071,11640.4459
1104,23997333,14529627,196.4,652.4,EG1213,16.2,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,57.1214185,196.3853132,1104,1104,50,19.72575244,3181.442073
1105,24048060,14529402,1864.5,4183.3,EG1213,18.5,HISTORIC,GENERAL COMMERCIAL - MIXED USE - DERELICT,FHAU,301.0389666,1864.508663,1105,1105,50,23.84272334,34493.41026
1106,23824913,14538354,741,2081.4,EG1214,40.5,MIXED AGE PART INTERWAR,OFFICE ONLY,FHAU,108.9828017,741.0252702,1106,1106,50,41.64173291,30011.52344
1107,23755506,14537789,88.1,88.1,EG1213,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,41.95236064,88.07384088,1107,1107,50,6.073682,1294.685461
1108,24014475,14538523,350.1,3976.9,EG1214,23.3,POSTWAR,OFFICE ONLY,FHAU,82.23503969,350.1180783,1108,1108,50,28.63192833,8157.751223
1109,23830053,14537830,116.5,1478.4,EG1214,16.5,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,43.63924002,116.4643076,1109,1109,50,21.80434305,1921.661075
1110,23946243,14537819,92.9,3028.1,EG1214,15.7,MODERN,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,FHAU,39.14168918,92.93851751,1110,1110,50,16.68315823,1459.134725
1111,23752381,14538636,303.8,11093.6,EG1214,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,72.75242946,303.8444924,1111,1111,50,40.95953704,4466.514038
1112,23873780,14529861,5346.7,5346.7,EG1213,12.7,POSTWAR,COMMUNITY - EDUCATIONAL,FHAU,514.4736881,5346.724663,1112,1112,50,39.79351343,67903.40322
1113,23909894,14529451,360.8,1266.6,EG1213,18,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,88.96291022,360.8040566,1113,1113,50,22.56455308,6494.473019
1114,23707813,14529328,156.9,616.9,EG1213,11.1,UNCLASSIFIED,UNCLASSIFIED,FH,54.34712414,156.947428,1114,1114,50,15.95225773,1742.116451
1115,23870431,14529632,162.8,1588.2,EG1213,15.9,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,50.95250662,162.7857289,1115,1115,50,19.64974157,2588.29309
1116,23895679,14537831,209,11526.3,EG1214,17,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,59.51471364,208.9653153,1116,1116,50,20.89307831,3552.41036
1117,23955964,14538286,586.9,1905.3,EG1214,24.5,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,104.0642328,586.8559777,1117,1117,50,28.16577752,14377.97145
1118,23863560,14529625,302,3742.6,EG1213,14,POSTWAR,OFFICE ONLY,FHAU,80.39580381,301.9957971,1118,1118,50,16.42445352,4227.94116
1119,23785315,14537900,491.5,10054.8,EG1214,22.4,MODERN,RETAIL ONLY,FHAU,88.08788226,491.4689731,1119,1119,50,18.54625086,11008.905
1120,24041547,14529632,72.2,1588.2,EG1213,15.6,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,36.17919922,72.20482866,1120,1120,50,18.04972375,1126.395327
1121,24101440,14529458,78.5,78.5,EG1213,7.5,HISTORIC,OFFICE ONLY,FHAU,39.46538436,78.54871358,1121,1121,50,9.095941299,589.1153519
1122,23953994,14537787,307.6,10396,EG1213,15.4,INTERWAR,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,74.6419813,307.5786175,1122,1122,50,18.23280248,4736.71071
1123,23959826,14537786,180,180,EG1213,16.6,INTERWAR,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,53.72787954,180.030364,1123,1123,50,19.0343261,2988.504042
1124,23857715,14529007,1334.3,1334.3,EG1213,18.5,POSTWAR,INDUSTRY - MANUFACTURING/PROCESSING,FHAU,175.255712,1334.282015,1124,1124,50,60.99726808,24684.21727
1125,24043434,14537839,2750.7,12130.5,EG1214,23.5,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,216.1585644,2750.670448,1125,1125,50,26.84213163,64640.75554
1126,23825597,14537815,223.1,6427.7,EG1214,21.5,MODERN,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,62.20715981,223.0844193,1126,1126,50,23.27396488,4796.315015
1127,24067244,14538514,1730.7,1730.7,EG1214,19.7,POSTWAR,OFFICE ONLY,FHAU,167.5176196,1730.728338,1127,1127,50,17.77182539,34095.34827
1128,23755226,14538276,1202.3,6436.6,EG1214,11.8,UNCLASSIFIED,UNCLASSIFIED,FH,192.9474023,1202.27375,1128,1128,50,12.14936393,14186.83025
1129,23785933,14538522,274.1,1840.9,EG1214,15.9,HISTORIC,OFFICE ONLY,FHAU,76.10105877,274.0839641,1129,1129,50,16.59554727,4357.93503
1130,23952087,14529590,137.2,137.2,EG1213,10.9,INTERWAR,GENERAL COMMERCIAL - MIXED USE - DERELICT,FHAU,50.09587124,137.225937,1130,1130,50,13.63708001,1495.762714
1131,23821302,14529379,929.4,929.4,EG1213,16.9,HISTORIC,COMMUNITY - EDUCATIONAL,FHAU,129.8652739,929.3554718,1131,1131,50,18.27097793,15706.10747
1132,23842180,14537839,358.4,12130.5,EG1214,23.3,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,84.50328402,358.361346,1132,1132,50,26.51867759,8349.819361
1133,24017723,14537623,549.7,549.7,EG1213,28.5,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,106.6884909,549.7021504,1133,1133,50,29.46097772,15666.51129
1134,23856857,14538339,773.3,2261.3,EG1214,40.6,MIXED AGE PART INTERWAR,OFFICE ONLY,FHAU,111.3118055,773.2848368,1134,1134,50,36.90221394,31395.36437
1135,23864020,14538645,439.2,1787.2,EG1214,18.5,HISTORIC,OFFICE ONLY,FHAU,87.46508813,439.2023868,1135,1135,50,23.14758188,8125.244155
1136,23755046,14538640,790,790,EG1214,19.3,UNCLASSIFIED,UNCLASSIFIED,FH,134.1429333,789.9861882,1136,1136,50,43.41072594,15246.73343
1137,23968864,14538531,188.4,2098.2,EG1214,13.9,HISTORIC,OFFICE ONLY,FHAU,59.28394207,188.3651184,1137,1137,50,18.5361945,2618.275146
1138,23755884,14529556,359.3,2020.2,EG1213,12.1,UNCLASSIFIED,UNCLASSIFIED,FH,84.34386749,359.2642988,1138,1138,50,9.525924792,4347.098016
1139,23881345,14528911,457.2,2210.7,EG1213,4.8,MODERN,GENERAL COMMERCIAL - MIXED USE,FHAU,86.12691695,457.1879241,1139,1139,50,7.614875425,2194.502036
1140,28976517,18172193,44.5,44.5,EG1213,12.1,UNCLASSIFIED,INDUSTRY - MANUFACTURING/PROCESSING,FHU,23.76946806,44.45972698,1140,1140,50,11.91039267,537.9626964
1141,24020342,14538645,160.3,1787.2,EG1214,18,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,51.48533922,160.3327748,1141,1141,50,21.31510379,2885.989947
1142,24028600,14529566,506.1,1974.7,EG1213,26.4,HISTORIC,OFFICE ONLY,FHAU,94.07884427,506.1414774,1142,1142,50,32.5402259,13362.135
1143,24017076,14538660,2359.6,2359.6,EG1214,21.3,MODERN,OFFICE ONLY,FHAU,295.5644912,2359.612921,1143,1143,50,21.4410686,50259.75523
1144,23943906,14528993,467.2,803.7,EG1213,21,POSTWAR,INDUSTRY - MANUFACTURING/PROCESSING,FHAU,87.51435135,467.2386135,1144,1144,50,25.69549064,9812.010883
1145,23825595,14537833,815.6,13356.7,EG1214,28.5,MODERN,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,114.2662744,815.6309868,1145,1145,50,28.5973574,23245.48312
1146,23915786,14529377,109.6,109.6,EG1213,2.8,POSTWAR,RECREATION AND LEISURE,FHAU,60.13772828,109.64483,1146,1146,50,4.817010007,307.005524
1147,23755405,14538014,30.5,30.5,EG1214,12.1,UNCLASSIFIED,UNCLASSIFIED,FH,22.30221417,30.4781128,1147,1147,50,2.591927022,368.7851649
1148,23828801,14529555,123.3,416.4,EG1213,20.7,HISTORIC,RETAIL - VACANT/DERELICT,FHAU,44.47823421,123.3432808,1148,1148,50,22.64416349,2553.205913
1149,23869157,14538541,399.6,2315.4,EG1214,20.5,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,84.72727634,399.5976561,1149,1149,50,22.22654156,8191.75195
1150,24028592,14538474,621.4,2526.7,EG1214,19.8,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,100.7036553,621.4244638,1150,1150,50,23.10749907,12304.20438
1151,23814024,14537830,151.6,1478.4,EG1214,16.9,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,51.66018915,151.6351787,1151,1151,50,22.23109463,2562.63452
1152,23835120,14538479,2127.6,2127.6,EG1214,22,MIXED AGE PART HISTORIC,RECREATION AND LEISURE,FHAU,210.8901437,2127.610756,1152,1152,50,25.6584994,46807.43662
1153,23923267,14538336,325.8,2664.2,EG1214,16.9,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,73.41404639,325.8337137,1153,1153,50,18.46133555,5506.589761
1154,23847298,14537962,11450,11450,EG1214,26.7,MIXED AGE PART HISTORIC,COMMUNITY - GOVERNMENTAL (CENTRAL AND LOCAL),FHAU,992.447954,11449.97979,1154,1154,50,43.39932011,305714.4603
1155,23827485,14537898,2732,2732,EG1214,35.6,MODERN,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,209.0738228,2731.973041,1155,1155,50,36.36006443,97258.24025
1156,24026116,14537625,602.5,2905.5,EG1213,20.8,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,100.7624156,602.5223238,1156,1156,50,23.88853564,12532.46433
1157,24002984,14537897,248.3,13265.2,EG1214,18.3,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,63.08481056,248.2611279,1157,1157,50,20.5713578,4543.178641
1158,23862056,14537964,547.2,547.2,EG1214,16,MODERN,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,FHAU,167.8177593,547.1508224,1158,1158,50,18.52661721,8754.413158
1159,23838975,14538347,112.2,1724.6,EG1214,14.3,HISTORIC,OFFICE ONLY,FHAU,45.33690505,112.1850536,1159,1159,50,17.61407863,1604.246266
